Name,X,Y,Population,Distance
City2244,114.46,-79.5,983210,673.73
City2245,-52.59,40.74,27557,826.17
City2246,114.36,57.55,153064,573.71
City2247,55.05,9.19,533829,774.19
City2248,12.19,-32.85,641481,959.47
City2249,46.65,32.58,469792,971.19
City2250,24.57,31.34,173683,595.39
City2251,10.37,58.99,536245,948.1
City2252,-40.23,53.69,388388,39.67
City2253,45.63,-5.61,364875,463.53
City2254,173.21,-88.17,810236,409.57
City2255,-168.55,-3.16,402019,725.58
City2256,142.29,-30.88,956045,10.43
City2257,-53.89,55.84,837169,574.82
City2258,18.29,7.12,351468,303.49
City2259,-118.84,43.03,5374,383.17
City2260,-77.96,-30.95,290466,795.17
City2261,-53.11,19.67,755988,233.46
City2262,-5.37,34.85,12768,583.22
City2263,96.41,-1.69,912850,38.36
City2264,-94.97,84.17,279622,76.57
City2265,-102.96,15.51,852483,954.17
City2266,-121.56,46.76,208196,733.71
City2267,-62.2,-57.05,238086,274.67
City2268,54.61,-26.67,278110,526.37
City2269,98.32,-9.79,556597,634.69
City2270,-89.92,33.88,761434,829.55
City2271,-25.14,-35.62,252725,111.4
City2272,109.89,37.18,397517,34.74
City2273,2.05,-38.21,416133,770.3
City2274,71.81,-73.77,549601,551.82
City2275,33.81,-51.4,810759,356.39
City2276,87.04,59.82,916080,377.79
City2277,163.83,-40.87,827903,544.89
City2278,37.88,-7.29,872356,121.53
City2279,5.37,-46.8,826660,288.49
City2280,-30.61,-34.29,343467,398.54
City2281,2.87,-17.77,578382,783.59
City2282,179.72,-81.1,810273,876.94
City2283,-144.84,-63.43,422360,174.44
City2284,-10.07,-40.15,450376,770.25
City2285,43.27,32.04,826946,995.13
City2286,113.63,36.23,54589,203.18
City2287,-35.1,-57.36,578498,606.54
City2288,-9.93,-38.61,287264,855.8
City2289,60.96,-52.9,480814,785.22
City2290,-107.82,-50.52,858713,600.6
City2291,167.57,41.63,416850,516.56
City2292,-127.44,-54.87,96359,192.54
City2293,178.91,-32.42,563821,970.06
City2294,-166.87,48.38,357550,298.02
City2295,-56.68,49.84,480487,805.86
City2296,67.5,-62.58,35667,985.71
City2297,-32.57,7.84,45675,427.52
City2298,-74.43,-18.23,473207,726.95
City2299,-166.07,62.52,581759,169.14
City2300,29.18,-3.61,601263,800.27
City2301,-104.08,3.09,198267,48.42
City2302,-18.77,-63.38,10715,770.37
City2303,88.14,-26.16,517927,22.73
City2304,19.44,79.45,405310,725.83
City2305,-129.26,-3.25,687786,314.54
City2306,66.31,-63.51,636057,926.52
City2307,-160.34,-67.49,538252,705.57
City2308,53.18,-73.12,266520,825.03
City2309,26.56,-55.17,492048,494.38
City2310,28.99,-5.69,679862,116.41
City2311,-169.53,-4.12,234523,877.02
City2312,6.13,42.31,831818,60.13
City2313,-26.57,20.88,70488,288.83
City2314,110.66,-22.05,181277,746.93
City2315,-179.15,-52.17,229155,452.73
City2316,128.93,4.25,314865,536.61
City2317,-4.51,71.62,620408,568.62
City2318,-130.67,-82.93,483147,360.29
City2319,157.94,-10.79,378212,777.65
City2320,-33.51,17.24,962958,344.16
City2321,49.63,-82.17,994003,743.28
City2322,-38.54,-10.04,362936,715.25
City2323,-54.17,85.2,346140,401.75
City2324,-140.94,6.2,540286,3.39
City2325,-126.76,76.74,361305,940.13
City2326,-168.66,-12.63,796758,187.6
City2327,-75.97,48.24,529205,710.68
City2328,-155.99,-81.55,388357,43.42
City2329,21.89,29.06,84202,868.34
City2330,174.65,-39.93,978656,384.98
City2331,-104.92,-45.13,330918,189.83
City2332,157.04,18.22,16532,354.55
City2333,-78.88,19.51,119349,528.13
City2334,93.71,33.17,133124,250.94
City2335,-83.49,52.3,133907,339.04
City2336,-22.23,-84.88,164373,401.75
City2337,151.77,83.39,84572,823.76
City2338,-117.31,84.01,372492,695.31
City2339,-168.05,-42.87,27773,83.45
City2340,166.03,-60.36,824845,760.15
City2341,-42.85,-10.49,643350,143.75
City2342,-118.26,28.69,774836,402.48
City2343,171.1,-1.28,57539,85.95
City2344,24.74,32.55,910894,620.59
City2345,81.49,-51.88,27131,111.0
City2346,32.17,88.38,556085,925.76
City2347,130.14,-49.88,515187,556.18
City2348,167.79,-70.25,659694,823.08
City2349,38.84,-62.63,982321,296.93
City2350,-95.13,-39.34,957339,935.24
City2351,-154.72,16.52,230651,941.65
City2352,-57.45,8.35,553225,993.44
City2353,170.79,48.6,773704,61.78
City2354,82.58,7.24,714680,651.47
City2355,98.99,3.49,144786,406.35
City2356,170.33,-68.69,290662,253.77
City2357,-73.52,33.34,315302,471.56
City2358,-92.44,3.48,239940,682.88
City2359,38.11,79.05,352635,950.46
City2360,46.02,4.43,628469,199.61
City2361,79.08,30.95,67642,243.59
City2362,47.16,-43.05,575647,935.92
City2363,-32.85,74.39,184905,728.38
City2364,-91.31,-22.8,443884,562.47
City2365,108.03,-87.14,797065,295.9
City2366,-87.07,-64.67,570417,763.5
City2367,155.66,29.56,422394,337.05
City2368,-84.98,13.08,487304,142.38
City2369,179.74,-44.24,513835,243.64
City2370,8.85,-26.64,643591,620.71
City2371,-77.59,55.86,439791,26.54
City2372,168.2,30.85,565516,118.6
City2373,-115.28,18.46,176377,876.22
City2374,47.94,-22.04,427030,270.95
City2375,113.4,-4.62,523300,119.88
City2376,-88.96,-17.55,668531,406.1
City2377,-78.32,-11.3,433497,221.58
City2378,-157.25,4.06,745935,302.43
City2379,-159.22,-30.2,319440,60.99
City2380,35.45,-33.1,569822,935.96
City2381,-32.84,-87.95,846473,730.88
City2382,27.16,9.86,703509,40.73
City2383,81.81,55.74,805188,44.91
City2384,-77.02,30.68,111108,810.16
City2385,-56.97,7.08,187642,462.39
City2386,164.38,52.12,838878,286.8
City2387,9.29,65.39,890806,317.78
City2388,114.86,25.53,37159,421.49
City2389,-17.03,60.07,970841,486.97
City2390,130.44,44.6,633394,495.38
City2391,-127.46,-83.33,608929,896.45
City2392,-65.88,-13.05,412805,599.2
City2393,-102.1,86.83,219403,940.74
City2394,-14.05,-34.27,11629,99.39
City2395,134.62,64.0,603898,423.99
City2396,-51.05,-84.21,989056,483.82
City2397,-132.2,61.49,784742,134.4
City2398,48.34,49.56,821582,716.52
City2399,19.27,-77.32,705368,637.37
City2400,-177.65,-43.36,71929,842.42
City2401,-30.25,63.88,781793,328.35
City2402,61.38,58.44,623825,69.65
City2403,-74.01,-5.44,707655,146.25
City2404,-109.67,-70.36,612615,981.42
City2405,123.91,27.13,296384,704.49
City2406,48.6,-13.28,140243,731.8
City2407,-59.22,80.48,274839,525.94
City2408,85.44,63.17,710068,432.73
City2409,-169.48,74.7,889519,728.11
City2410,94.03,86.86,219442,24.15
City2411,158.09,89.16,938757,30.8
City2412,-123.44,13.39,918463,523.88
City2413,178.51,-80.18,159976,263.05
City2414,-69.09,-28.31,172863,478.38
City2415,-5.42,12.22,398620,868.18
City2416,-65.59,86.61,535586,700.98
City2417,-92.68,20.12,404268,762.5
City2418,-62.79,-21.12,65776,180.9
City2419,-76.52,-48.78,958318,885.02
City2420,20.15,-19.13,665518,833.42
City2421,-169.62,56.3,250966,30.4
City2422,79.0,-27.91,159234,10.96
City2423,-131.58,-65.83,802994,598.93
City2424,-32.17,67.43,17000,359.05
City2425,86.1,60.21,150703,98.86
City2426,-0.6,-23.96,587774,804.27
City2427,-25.64,69.8,204580,960.59
City2428,91.76,72.17,625227,784.18
City2429,111.52,13.84,692172,447.7
City2430,62.64,-87.93,766670,523.27
City2431,32.39,5.2,990019,270.79
City2432,148.25,2.05,867311,375.57
City2433,-133.08,2.09,596239,914.7
City2434,-13.15,-35.63,492326,484.68
City2435,5.77,81.24,176618,201.94
City2436,150.59,57.55,944854,775.4
City2437,-12.76,49.2,222830,659.82
City2438,9.37,6.43,556583,751.11
City2439,59.33,22.01,914428,895.47
City2440,-73.02,41.32,474546,316.47
City2441,-59.91,-71.99,330428,72.74
City2442,83.61,89.56,540707,475.25
City2443,48.15,83.24,832881,887.86
City2444,-118.08,-11.54,474710,284.58
City2445,-124.27,69.48,755899,164.75
City2446,-95.18,-70.62,266144,380.97
City2447,-2.53,-3.59,945072,535.01
City2448,-9.13,4.25,47597,661.22
City2449,51.07,-28.49,593952,391.06
City2450,37.92,-52.69,964125,578.39
City2451,16.67,6.94,426378,997.55
City2452,-37.07,68.5,652588,156.73
City2453,173.92,-63.57,381380,121.92
City2454,-74.67,6.24,226305,897.09
City2455,-124.21,17.29,662008,889.87
City2456,-155.48,7.32,170283,734.03
City2457,-40.06,81.65,768848,696.34
City2458,12.56,-63.75,699673,102.51
City2459,23.89,-70.6,169542,940.42
City2460,-103.87,-65.53,966741,624.73
City2461,-68.69,-50.15,738256,137.19
City2462,30.26,-24.61,703969,736.68
City2463,-66.33,-72.91,798305,794.18
City2464,-163.99,-73.59,995122,736.0
City2465,132.4,80.58,802507,472.04
City2466,-74.16,-87.55,171214,52.43
City2467,36.89,29.04,663094,556.33
City2468,62.36,-43.92,662283,583.42
City2469,78.44,47.32,404196,199.87
City2470,119.32,-80.95,675336,117.36
City2471,-116.2,86.32,923248,653.25
City2472,-163.54,20.68,200509,470.62
City2473,-100.0,-82.66,991769,245.58
City2474,-159.43,41.3,331024,382.26
City2475,-35.85,80.68,257216,772.71
City2476,-168.85,41.51,493592,246.79
City2477,157.22,84.82,985452,375.51
City2478,-176.14,-20.63,475932,371.3
City2479,-98.43,80.23,304209,905.75
City2480,-65.03,67.88,380861,129.39
City2481,121.48,-50.71,463436,340.81
City2482,151.39,21.87,122085,527.39
City2483,162.37,-82.3,884588,403.12
City2484,-30.14,-36.62,936546,307.02
City2485,-116.74,-63.36,302382,475.8
City2486,-11.86,-25.74,356295,694.94
City2487,-14.11,-71.94,68507,102.83
City2488,9.81,86.85,184927,261.8
City2489,77.55,-42.71,17661,138.87
City2490,-118.82,68.24,650990,105.76
City2491,-101.57,-44.59,486640,940.15
City2492,-115.97,-58.89,345723,468.67
City2493,94.0,-64.83,315318,917.82
City2494,-93.46,-55.92,147907,270.84
City2495,158.23,61.82,374741,204.59
City2496,-159.42,54.75,196399,532.13
City2497,14.9,-79.68,608603,943.44
City2498,106.99,-1.61,100934,481.14
City2499,-88.49,12.48,45252,430.02
City2500,-95.89,-20.08,881559,232.33
City2501,-152.02,-86.73,237737,534.54
City2502,22.54,44.28,555500,465.25
City2503,-176.82,88.64,970912,670.68
City2504,113.0,-5.38,279647,23.2
City2505,49.84,25.59,540027,382.53
City2506,89.54,-14.89,635189,699.02
City2507,-44.99,46.93,373495,751.61
City2508,1.7,3.51,552254,254.11
City2509,79.4,70.07,29585,248.18
City2510,53.67,-57.26,44872,230.26
City2511,-136.06,17.95,520456,394.41
City2512,-1.76,-4.23,287918,699.96
City2513,-102.5,-51.33,408314,928.84
City2514,-104.9,41.53,450477,262.1
City2515,78.23,42.44,778126,194.15
City2516,4.41,57.25,947095,629.97
City2517,-65.05,35.39,941827,156.43
City2518,87.59,-82.67,644728,59.05
City2519,39.97,-89.31,723791,606.07
City2520,156.04,-62.88,128423,540.08
City2521,-162.98,-60.08,510137,204.81
City2522,170.21,18.07,282552,197.33
City2523,134.83,85.28,553565,367.69
City2524,47.94,4.82,432227,950.87
City2525,-87.49,31.7,852619,894.04
City2526,-38.68,62.12,157370,176.13
City2527,-51.06,-50.87,622172,154.15
City2528,164.92,-83.63,120145,207.35
City2529,72.23,-75.79,488327,951.94
City2530,-27.31,-90.0,57459,765.77
City2531,87.2,26.49,924668,403.83
City2532,-141.08,33.3,842213,159.64
City2533,-52.47,79.56,697946,557.41
City2534,124.81,-57.67,624739,200.08
City2535,72.88,-25.58,163196,775.56
City2536,-30.62,75.28,155518,217.16
City2537,-107.71,-79.48,926686,863.75
City2538,129.36,-19.78,167195,20.62
City2539,-150.77,-67.61,183587,408.84
City2540,13.96,-22.96,686793,284.21
City2541,-28.04,79.34,461278,65.11
City2542,162.96,11.54,996289,686.95
City2543,7.87,-70.28,167276,248.4
City2544,15.35,38.93,528727,917.9
City2545,-157.49,-31.93,599376,714.82
City2546,-132.02,-89.5,144369,769.98
City2547,81.77,-78.79,804182,323.62
City2548,-114.26,85.76,920982,919.64
City2549,89.02,-35.73,401339,383.74
City2550,108.25,56.88,267094,188.86
City2551,-48.43,45.95,770499,826.81
City2552,-165.67,86.57,742463,343.43
City2553,-80.49,-19.74,721444,920.83
City2554,158.8,29.16,850614,992.74
City2555,-12.44,68.44,291808,333.83
City2556,30.09,-55.11,965181,439.89
City2557,-68.02,22.45,9233,122.52
City2558,-104.74,-60.36,622300,985.52
City2559,159.13,36.11,386870,794.38
City2560,-178.24,86.28,130366,891.78
City2561,-45.97,-16.31,512685,425.69
City2562,-153.17,3.83,157469,331.79
City2563,177.2,-56.28,154200,312.03
City2564,27.89,60.61,808712,875.3
City2565,-100.8,35.85,274963,88.95
City2566,-170.44,8.39,994705,833.78
City2567,121.33,-25.14,786478,244.61
City2568,19.65,59.22,254891,451.1
City2569,-73.2,80.52,368191,630.02
City2570,179.5,-24.52,211408,61.19
City2571,147.35,89.98,415013,368.29
City2572,31.03,13.51,163978,703.65
City2573,-21.35,-13.67,165085,995.83
City2574,-147.31,50.76,572726,380.84
City2575,22.74,-48.87,11936,388.1
City2576,52.28,-15.32,281506,435.48
City2577,-142.79,87.58,983174,684.56
City2578,-179.52,-76.81,242334,871.83
City2579,12.06,67.73,717534,889.48
City2580,87.44,23.05,234688,817.44
City2581,-160.62,-41.56,65136,668.96
City2582,-90.55,44.82,133355,106.61
City2583,120.77,32.4,828371,592.05
City2584,-92.38,-81.52,401562,787.74
City2585,171.26,-41.02,527720,549.04
City2586,-150.53,89.32,320133,70.68
City2587,97.06,-69.2,708521,315.27
City2588,31.3,15.96,204314,378.8
City2589,161.21,40.3,587846,473.67
City2590,-108.5,60.2,109017,897.38
City2591,-91.41,0.89,228015,768.28
City2592,-86.52,-69.09,291260,560.49
City2593,32.16,-63.68,297680,829.51
City2594,-10.4,64.44,304899,613.04
City2595,116.42,-58.29,180556,717.1
City2596,28.86,2.01,179942,444.59
City2597,88.2,17.97,117643,70.43
City2598,172.4,-38.74,909946,389.67
City2599,-60.14,76.22,10541,526.86
City2600,-19.88,23.19,372599,947.24
City2601,-6.34,50.77,632573,226.3
City2602,-126.89,-35.51,64367,610.23
City2603,-171.65,-47.46,220799,749.76
City2604,-0.43,57.47,222850,68.52
City2605,17.19,49.03,204176,232.48
City2606,49.14,80.47,605058,309.87
City2607,-7.51,-78.65,315526,859.56
City2608,147.56,-55.65,33625,186.23
City2609,-134.19,20.21,15363,897.31
City2610,110.46,60.21,468847,110.69
City2611,4.61,-13.5,708471,6.77
City2612,-38.05,-61.34,7947,609.4
City2613,-74.35,-19.18,85931,408.25
City2614,108.16,63.52,654913,877.63
City2615,118.59,54.31,280714,239.61
City2616,-31.99,-57.84,788846,546.41
City2617,-47.87,51.75,627832,406.7
City2618,102.97,19.37,872031,956.2
City2619,-40.96,87.08,544454,641.23
City2620,-177.79,-5.46,85506,684.63
City2621,-106.04,45.71,952034,271.47
City2622,72.77,-34.65,648075,307.7
City2623,-0.12,-27.7,301087,531.24
City2624,161.96,-24.34,766881,855.52
City2625,-135.61,-56.28,847402,838.19
City2626,-19.1,-31.03,508859,933.7
City2627,-106.42,-88.23,329863,971.59
City2628,47.08,89.64,604955,553.94
City2629,131.59,-64.64,482891,919.89
City2630,54.25,-22.23,32603,73.13
City2631,9.54,32.22,276478,382.69
City2632,106.02,65.19,425561,401.43
City2633,170.65,-39.9,662187,192.66
City2634,-101.6,63.61,566173,502.76
City2635,-79.24,18.54,861879,237.95
City2636,-96.81,28.92,929559,813.52
City2637,-50.36,-69.78,85434,98.63
City2638,179.27,-46.56,56321,177.25
City2639,-65.24,52.93,14455,802.23
City2640,-4.2,47.76,756235,870.16
City2641,170.28,-24.62,58721,117.05
City2642,-87.2,22.52,322784,502.71
City2643,135.79,-60.51,895553,711.03
City2644,116.65,-4.94,111421,201.03
City2645,88.83,62.35,471615,620.56
City2646,-4.25,69.32,763645,287.57
City2647,132.56,-0.2,958268,624.64
City2648,-160.08,-39.59,656385,706.75
City2649,-38.12,69.08,823631,919.09
City2650,26.31,-22.24,524654,710.51
City2651,126.27,19.96,324521,243.84
City2652,-150.67,46.8,241438,765.16
City2653,-44.07,-30.58,218183,112.97
City2654,67.7,-18.87,597995,70.02
City2655,-41.84,-64.61,294455,369.99
City2656,149.93,-89.96,105508,66.67
City2657,-125.81,3.98,675079,705.96
City2658,60.09,62.61,992188,263.1
City2659,-126.38,5.23,199967,472.27
City2660,-20.38,71.73,795384,829.81
City2661,-153.11,50.82,25174,89.8
City2662,163.78,-63.66,145776,783.75
City2663,-145.77,79.28,428519,29.92
City2664,-75.94,73.91,724017,598.34
City2665,-151.61,-36.8,558744,190.92
City2666,5.57,86.55,785788,275.08
City2667,170.52,58.85,124399,496.54
City2668,-114.72,73.18,902737,502.68
City2669,-41.19,-86.74,736821,347.59
City2670,-28.19,88.05,868683,974.57
City2671,178.46,5.97,896245,640.07
City2672,-110.59,18.95,1765,651.82
City2673,23.99,-14.32,600943,478.73
City2674,47.15,-43.58,721228,545.73
City2675,-166.97,-41.57,340609,35.44
City2676,21.68,45.86,42507,996.9
City2677,-166.94,16.99,418578,776.2
City2678,-46.37,-80.58,1234,153.05
City2679,-162.53,43.81,742745,138.87
City2680,-130.25,26.03,211184,887.46
City2681,-172.28,-0.16,125186,538.18
City2682,167.15,57.32,702567,268.8
City2683,40.68,-22.54,196020,648.74
City2684,-178.0,-67.81,341122,506.78
City2685,-26.73,-62.67,931669,21.34
City2686,50.68,-34.41,650183,775.5
City2687,164.17,-81.61,419958,704.64
City2688,91.01,-69.71,207914,981.69
City2689,84.27,-21.66,707323,821.35
City2690,173.86,-65.1,909837,123.6
City2691,23.27,-69.68,235074,585.86
City2692,-153.57,89.9,964622,278.6
City2693,-66.34,85.02,862841,520.38
City2694,41.84,-26.56,988553,594.05
City2695,-100.31,-24.2,256558,293.88
City2696,70.83,-2.24,945319,61.34
City2697,21.92,-2.24,721297,31.69
City2698,-87.31,-36.3,79630,506.55
City2699,-108.85,-18.11,435455,712.32
City2700,71.92,61.4,623465,617.12
City2701,96.71,62.28,986586,978.02
City2702,171.51,-77.13,653390,901.71
City2703,-102.6,21.96,382280,175.45
City2704,-87.08,-88.45,674585,750.04
City2705,-91.27,49.62,741073,813.26
City2706,-15.65,35.93,481953,480.34
City2707,125.53,57.87,301731,648.44
City2708,-128.55,36.32,353582,3.09
City2709,-80.46,-65.21,439307,697.82
City2710,92.69,-12.01,801631,796.12
City2711,59.52,-54.8,167743,249.42
City2712,105.14,-75.68,454647,891.25
City2713,-16.1,87.11,805139,75.81
City2714,8.2,6.95,100043,925.8
City2715,2.0,55.51,599718,636.83
City2716,-156.09,63.1,634786,821.37
City2717,21.77,-79.28,698468,754.33
City2718,107.83,-81.9,766867,7.6
City2719,119.37,85.34,835797,194.31
City2720,122.3,31.82,384817,307.18
City2721,52.33,57.18,129732,907.92
City2722,-124.03,23.78,999209,217.93
City2723,115.22,-28.91,783247,621.13
City2724,-68.03,73.49,200404,631.1
City2725,-137.16,-75.68,500420,919.3
City2726,113.77,42.31,969380,310.1
City2727,129.79,-77.39,149411,449.46
City2728,160.52,78.92,573805,881.03
City2729,-7.61,11.08,141944,832.8
City2730,153.61,-59.67,627843,363.48
City2731,-164.99,48.23,83483,630.23
City2732,-160.46,-13.17,845081,924.51
City2733,95.59,-47.61,451874,196.71
City2734,127.27,-61.97,756473,286.97
City2735,1.8,-11.56,432093,853.2
City2736,58.44,-31.86,409350,316.45
City2737,41.6,-14.33,804006,939.29
City2738,8.81,2.4,824114,181.51
City2739,-19.67,-44.75,820588,345.83
City2740,-67.37,-28.56,115555,286.08
City2741,43.94,61.38,448584,189.4
City2742,45.28,72.83,557315,829.75
City2743,151.82,61.2,724836,645.91
City2744,-172.87,48.77,249336,927.12
City2745,-31.36,-19.4,542200,232.85
City2746,-115.37,-40.7,86749,421.91
City2747,-18.32,-67.01,431044,555.18
City2748,-91.72,47.49,308339,674.38
City2749,67.13,-52.33,803400,258.99
City2750,-135.96,77.2,551120,657.54
City2751,69.92,-23.24,746788,413.24
City2752,98.92,7.46,706226,229.19
City2753,128.3,39.87,157447,179.32
City2754,95.76,-13.33,670674,698.47
City2755,111.56,-56.29,90291,686.66
City2756,-2.82,23.05,653451,469.91
City2757,-55.12,-47.48,782454,322.89
City2758,-33.24,80.81,631404,356.68
City2759,-141.12,15.95,854238,371.47
City2760,-41.68,-45.01,749998,571.43
City2761,-61.0,-81.48,201902,912.87
City2762,23.18,-14.19,941535,785.97
City2763,80.61,45.26,744465,925.95
City2764,-164.42,-59.09,328108,518.33
City2765,-117.77,-18.13,240974,879.83
City2766,84.44,27.03,318764,112.93
City2767,178.95,-62.21,518931,57.27
City2768,-34.43,17.79,214328,641.21
City2769,56.38,75.66,183724,872.1
City2770,68.77,48.37,747551,232.93
City2771,111.57,-75.99,460804,603.82
City2772,-31.35,-37.88,110639,821.22
City2773,106.5,-84.27,930379,779.29
City2774,-149.18,-80.02,810150,206.04
City2775,130.31,-88.32,142802,99.4
City2776,168.49,-64.86,367870,121.31
City2777,-160.29,81.57,768997,270.93
City2778,158.41,12.63,345859,600.87
City2779,43.63,66.19,42652,765.16
City2780,-2.59,5.86,533557,1.74
City2781,-42.61,-45.76,631157,154.84
City2782,-0.99,-1.57,861558,322.31
City2783,-155.73,48.15,440085,185.42
City2784,-176.11,17.98,110398,839.98
City2785,-176.4,-41.33,242491,616.19
City2786,145.12,-49.55,243473,967.76
City2787,-58.12,-63.42,497404,653.64
City2788,-175.27,36.06,612901,181.76
City2789,-10.32,-25.03,307858,579.81
City2790,-32.7,-58.99,565896,462.24
City2791,20.33,55.46,505880,851.35
City2792,149.7,65.74,357597,232.58
City2793,-176.39,27.74,551737,825.4
City2794,-18.26,39.33,162462,268.18
City2795,-78.0,13.44,154728,127.05
City2796,155.46,43.74,525446,274.22
City2797,5.1,7.6,388653,142.03
City2798,-125.28,-22.34,446918,838.94
City2799,175.46,-18.19,867301,797.01
City2800,-17.94,-84.95,289444,54.29
City2801,-176.25,-36.54,764245,695.61
City2802,-171.24,-51.36,412482,672.37
City2803,-101.79,5.57,837878,117.28
City2804,-83.97,-45.77,503150,833.15
City2805,-127.6,75.71,879666,772.56
City2806,-101.08,-53.05,893054,391.09
City2807,-74.21,-29.71,796988,831.11
City2808,-43.29,-41.4,656967,529.25
City2809,-155.41,70.18,404455,337.63
City2810,-163.28,78.42,254566,807.09
City2811,93.64,13.65,429564,851.31
City2812,-125.47,-69.6,821803,686.21
City2813,62.71,56.61,797247,878.03
City2814,-94.5,13.02,529925,507.85
City2815,-130.89,-26.83,827066,400.93
City2816,16.64,34.46,316745,357.11
City2817,0.19,52.58,171046,216.42
City2818,156.68,-59.01,563122,361.6
City2819,167.86,-26.38,312766,393.33
City2820,143.57,-60.82,381453,225.56
City2821,-131.16,-3.73,739843,385.68
City2822,-26.83,-21.63,950528,520.68
City2823,107.98,75.89,268177,890.66
City2824,76.08,54.27,118533,952.54
City2825,-138.99,19.85,905395,321.71
City2826,-70.4,4.55,112233,631.63
City2827,71.45,9.73,439983,434.24
City2828,-128.18,28.3,14458,150.0
City2829,60.45,80.18,467478,519.68
City2830,106.67,-60.14,332803,9.66
City2831,138.8,-31.39,990051,437.28
City2832,-179.66,-5.24,1223,978.93
City2833,68.16,19.16,45220,637.67
City2834,148.59,63.54,72396,327.91
City2835,-94.68,-3.87,692656,514.39
City2836,-86.72,43.37,385553,716.22
City2837,-76.45,4.82,394435,292.73
City2838,118.13,77.42,261527,792.82
City2839,75.37,31.98,640661,249.44
City2840,-64.5,46.66,74175,805.57
City2841,90.1,-73.64,165363,651.39
City2842,-48.42,12.43,707800,516.64
City2843,-14.2,84.24,438181,224.48
City2844,42.74,-11.84,654734,702.9
City2845,65.89,-13.11,689832,922.08
City2846,-54.32,-24.59,285126,484.38
City2847,159.03,3.53,476249,285.5
City2848,19.82,-78.57,716308,379.22
City2849,146.69,5.55,484338,590.91
City2850,-96.18,60.22,708397,770.25
City2851,-5.73,-42.71,31550,269.42
City2852,108.42,6.99,484626,777.27
City2853,-172.2,-63.74,144745,626.81
City2854,131.29,-70.89,621104,290.18
City2855,165.41,-43.75,894536,518.08
City2856,-51.26,42.86,318219,166.54
City2857,54.02,82.32,473086,632.06
City2858,60.2,-77.54,832646,482.41
City2859,89.56,1.62,940179,209.14
City2860,138.39,75.7,120895,363.86
City2861,-44.82,18.52,468724,882.3
City2862,-159.63,-28.64,290238,637.09
City2863,-120.17,-43.16,585141,822.96
City2864,133.94,-33.35,584421,386.75
City2865,-4.89,87.0,141156,635.94
City2866,-137.5,12.51,851680,406.59
City2867,-113.87,46.21,542235,145.69
City2868,-36.74,-51.5,143870,396.89
City2869,-12.72,57.93,670667,786.13
City2870,-164.87,-62.66,637307,790.15
City2871,-95.42,-19.89,237052,483.06
City2872,127.6,-8.56,613322,759.0
City2873,-83.0,-12.78,217997,803.51
City2874,105.97,-12.25,617069,359.29
City2875,-38.79,-22.96,215819,849.42
City2876,-92.87,-8.36,827305,991.28
City2877,49.53,-52.2,109809,899.76
City2878,17.98,-19.26,510210,161.09
City2879,-176.39,87.67,465695,337.73
City2880,-12.46,3.95,921432,29.06
City2881,-71.99,1.84,718468,414.06
City2882,-27.11,85.41,610499,314.24
City2883,0.49,-7.41,585302,334.41
City2884,82.86,14.03,321904,594.59
City2885,-9.99,-24.84,335538,63.46
City2886,-160.6,-9.08,347769,253.76
City2887,-75.77,83.14,3524,359.75
City2888,140.35,16.61,748272,334.33
City2889,60.26,-67.26,994710,119.41
City2890,-80.65,28.66,999417,535.97
City2891,23.83,23.59,561506,24.1
City2892,-110.82,80.09,820809,890.64
City2893,57.89,-0.62,687033,110.66
City2894,-111.11,-87.44,374614,957.16
City2895,-68.1,65.36,884529,260.18
City2896,31.46,15.21,183884,230.53
City2897,130.81,-25.51,729203,849.34
City2898,168.56,-78.32,955394,508.25
City2899,138.29,49.06,207601,532.19
City2900,-76.05,-41.29,755563,564.12
City2901,-175.6,18.92,121560,373.76
City2902,58.88,7.98,213409,129.66
City2903,-104.07,-55.23,734427,711.19
City2904,16.16,-66.47,910125,282.35
City2905,-165.79,56.62,771859,941.13
City2906,38.8,-16.07,452754,516.59
City2907,-72.3,-29.62,309490,841.18
City2908,-130.03,27.43,340738,500.6
City2909,123.09,-26.3,906611,197.74
City2910,130.54,70.44,273942,183.72
City2911,-48.44,69.22,923022,601.44
City2912,70.31,85.24,349572,556.9
City2913,-88.41,-3.19,107460,596.77
City2914,154.12,-4.31,162736,357.6
City2915,147.83,-64.67,791188,484.82
City2916,72.93,83.67,101694,751.03
City2917,114.25,25.4,308879,787.03
City2918,-167.19,-62.16,750502,458.89
City2919,-24.06,72.62,16939,160.9
City2920,-94.72,5.22,745164,159.58
City2921,0.36,-77.36,189370,866.7
City2922,-31.86,39.19,21887,872.42
City2923,-72.39,-13.49,77113,981.82
City2924,74.57,-51.79,804011,979.67
City2925,-102.31,-66.94,953092,964.58
City2926,3.17,-11.44,138165,2.51
City2927,7.74,85.48,882112,846.5
City2928,-169.85,-54.97,95606,484.4
City2929,-96.94,43.38,601034,673.88
City2930,-21.68,-51.15,531411,797.48
City2931,48.82,53.86,525919,420.28
City2932,-62.09,-4.21,545920,859.8
City2933,118.41,-29.18,370364,296.96
City2934,106.85,-43.42,406295,989.38
City2935,-86.53,-79.01,401467,276.62
City2936,131.89,-43.94,894413,205.07
City2937,157.15,31.47,105720,893.71
City2938,-38.58,-39.6,200688,617.67
City2939,33.92,15.13,305410,813.55
City2940,-176.23,68.77,857976,63.81
City2941,-175.71,37.68,746893,965.59
